id,sku,name,categoryId,description,tags,isSerialized,isLotManaged,shelfLifeDays,hazardousMaterial,isActive,createdAt
,COR-SAF-0377,"Multi-purpose Safety Helmet 0377",Safety Equipment,"CoreTech multi-purpose safety helmet for professional use","safety-helmet,safety-equipment",false,false,,false,true,
,GLO-MED-0378,"Wireless Face Mask 0378",Medical Supplies,"GlobalMart wireless face mask for professional use","face-mask,medical-supplies",false,true,307,false,true,
,MAX-CLE-0379,"Ultra Mop Set 0379",Cleaning Products,"MaxValue ultra mop set for professional use","mop-set,cleaning-products",false,false,,true,true,
,UNI-AUT-0380,"High-performance Brake Pads 0380",Automotive,"UniSupply high-performance brake pads for professional use","brake-pads,automotive",false,false,,true,true,
,PRO-ELE-0381,"Industrial Cable 0381",Electronics,"ProMax industrial cable for professional use","cable,electronics",false,false,,false,true,
,QUI-COM-0382,"Eco-friendly USB Hub 0382",Computers & Laptops,"QuickSupply eco-friendly usb hub for professional use","usb-hub,computers-&-laptops",false,false,,false,true,
,PRO-SMA-0383,"Professional Power Bank 0383",Smartphones,"ProMax professional power bank for professional use","power-bank,smartphones",false,false,,false,true,
,PRI-AUD-0384,"Eco-friendly Mixer 0384",Audio & Video,"PrimeParts eco-friendly mixer for professional use","mixer,audio-&-video",false,false,,false,true,
,UNI-NET-0385,"Standard Router 0385",Networking,"UniSupply standard router for professional use","router,networking",false,false,,false,true,
,UNI-OFF-0386,"Compact Pen Set 0386",Office Supplies,"UniSupply compact pen set for professional use","pen-set,office-supplies",false,false,,false,true,
,PRI-PRI-0387,"Compact Printer Paper 0387",Printers & Ink,"PrimeParts compact printer paper for professional use","printer-paper,printers-&-ink",false,false,,false,true,
,SMA-FUR-0388,"Portable Filing Cabinet 0388",Furniture,"SmartChoice portable filing cabinet for professional use","filing-cabinet,furniture",false,false,,false,true,
,PRI-CLO-0389,"Heavy Duty Polo Shirt 0389",Clothing & Apparel,"PrimeParts heavy duty polo shirt for professional use","polo-shirt,clothing-&-apparel",false,false,,false,true,
,SMA-MEN-0390,"Multi-purpose Men Trousers 0390",Men's Clothing,"SmartChoice multi-purpose men trousers for professional use","men-trousers,men's-clothing",false,false,,false,true,
,TEC-WOM-0391,"High-performance Women Coat 0391",Women's Clothing,"TechPro high-performance women coat for professional use","women-coat,women's-clothing",false,false,,false,true,
,PRO-FOO-0392,"Eco-friendly Flour Bag 0392",Food & Beverages,"ProMax eco-friendly flour bag for professional use","flour-bag,food-&-beverages",false,true,125,false,true,
,PRO-BEV-0393,"Wireless Mineral Water 0393",Beverages,"ProMax wireless mineral water for professional use","mineral-water,beverages",false,true,614,false,true,
,ELI-SNA-0394,"Multi-purpose Granola Bar 0394",Snacks,"EliteBrand multi-purpose granola bar for professional use","granola-bar,snacks",false,true,725,false,true,
,SMA-TOO-0395,"High-performance Wrench 0395",Tools & Hardware,"SmartChoice high-performance wrench for professional use","wrench,tools-&-hardware",false,false,,false,true,
,MAX-POW-0396,"Digital Jigsaw 0396",Power Tools,"MaxValue digital jigsaw for professional use","jigsaw,power-tools",false,false,,false,true,
,MAX-SAF-0397,"Portable Hi-Vis Vest 0397",Safety Equipment,"MaxValue portable hi-vis vest for professional use","hi-vis-vest,safety-equipment",false,false,,false,true,
,ELI-MED-0398,"Multi-purpose Thermometer 0398",Medical Supplies,"EliteBrand multi-purpose thermometer for professional use","thermometer,medical-supplies",false,true,108,false,true,
,MAX-CLE-0399,"Industrial Glass Cleaner 0399",Cleaning Products,"MaxValue industrial glass cleaner for professional use","glass-cleaner,cleaning-products",false,false,,true,true,
,PRI-AUT-0400,"Eco-friendly Tyre Gauge 0400",Automotive,"PrimeParts eco-friendly tyre gauge for professional use","tyre-gauge,automotive",false,false,,true,true,
,COR-ELE-0401,"Premium Sensor 0401",Electronics,"CoreTech premium sensor for professional use","sensor,electronics",false,false,,false,true,
,COR-COM-0402,"Digital Desktop PC 0402",Computers & Laptops,"CoreTech digital desktop pc for professional use","desktop-pc,computers-&-laptops",false,false,,false,true,
,PRO-SMA-0403,"Ultra Case 0403",Smartphones,"ProMax ultra case for professional use","case,smartphones",false,false,,false,true,
,COR-AUD-0404,"Multi-purpose Webcam 0404",Audio & Video,"CoreTech multi-purpose webcam for professional use","webcam,audio-&-video",false,false,,false,true,
,ELI-NET-0405,"High-performance SFP Module 0405",Networking,"EliteBrand high-performance sfp module for professional use","sfp-module,networking",false,false,,false,true,
,PRI-OFF-0406,"Eco-friendly Scissors 0406",Office Supplies,"PrimeParts eco-friendly scissors for professional use","scissors,office-supplies",false,false,,false,true,
,COR-PRI-0407,"Digital Fuser Kit 0407",Printers & Ink,"CoreTech digital fuser kit for professional use","fuser-kit,printers-&-ink",false,false,,false,true,
,PRI-FUR-0408,"Compact Whiteboard 0408",Furniture,"PrimeParts compact whiteboard for professional use","whiteboard,furniture",false,false,,false,true,
,PRI-CLO-0409,"Heavy Duty T-Shirt 0409",Clothing & Apparel,"PrimeParts heavy duty t-shirt for professional use","t-shirt,clothing-&-apparel",false,false,,false,true,
,UNI-MEN-0410,"Industrial Men Suit 0410",Men's Clothing,"UniSupply industrial men suit for professional use","men-suit,men's-clothing",false,false,,false,true,
,ELI-WOM-0411,"Wireless Women Skirt 0411",Women's Clothing,"EliteBrand wireless women skirt for professional use","women-skirt,women's-clothing",false,false,,false,true,
,ELI-FOO-0412,"High-performance Cereal Box 0412",Food & Beverages,"EliteBrand high-performance cereal box for professional use","cereal-box,food-&-beverages",false,true,58,false,true,
,SMA-BEV-0413,"Compact Energy Drink 0413",Beverages,"SmartChoice compact energy drink for professional use","energy-drink,beverages",false,true,315,false,true,
,SMA-SNA-0414,"Standard Popcorn 0414",Snacks,"SmartChoice standard popcorn for professional use","popcorn,snacks",false,true,642,false,true,
,ELI-TOO-0415,"Portable Utility Knife 0415",Tools & Hardware,"EliteBrand portable utility knife for professional use","utility-knife,tools-&-hardware",false,false,,false,true,
,PRI-POW-0416,"Premium Air Compressor 0416",Power Tools,"PrimeParts premium air compressor for professional use","air-compressor,power-tools",false,false,,false,true,
,COR-SAF-0417,"Eco-friendly Safety Helmet 0417",Safety Equipment,"CoreTech eco-friendly safety helmet for professional use","safety-helmet,safety-equipment",false,false,,false,true,
,TEC-MED-0418,"Advanced Face Mask 0418",Medical Supplies,"TechPro advanced face mask for professional use","face-mask,medical-supplies",false,true,578,false,true,
,QUI-CLE-0419,"Wireless Mop Set 0419",Cleaning Products,"QuickSupply wireless mop set for professional use","mop-set,cleaning-products",false,false,,true,true,
,MAX-AUT-0420,"Smart Brake Pads 0420",Automotive,"MaxValue smart brake pads for professional use","brake-pads,automotive",false,false,,true,true,
,TEC-ELE-0421,"Eco-friendly Cable 0421",Electronics,"TechPro eco-friendly cable for professional use","cable,electronics",false,false,,false,true,
,UNI-COM-0422,"Heavy Duty USB Hub 0422",Computers & Laptops,"UniSupply heavy duty usb hub for professional use","usb-hub,computers-&-laptops",false,false,,false,true,
,MAX-SMA-0423,"Digital Power Bank 0423",Smartphones,"MaxValue digital power bank for professional use","power-bank,smartphones",false,false,,false,true,
,SMA-AUD-0424,"Smart Mixer 0424",Audio & Video,"SmartChoice smart mixer for professional use","mixer,audio-&-video",false,false,,false,true,
,GLO-NET-0425,"Premium Router 0425",Networking,"GlobalMart premium router for professional use","router,networking",false,false,,false,true,
,MAX-OFF-0426,"Multi-purpose Pen Set 0426",Office Supplies,"MaxValue multi-purpose pen set for professional use","pen-set,office-supplies",false,false,,false,true,
,QUI-PRI-0427,"Portable Printer Paper 0427",Printers & Ink,"QuickSupply portable printer paper for professional use","printer-paper,printers-&-ink",false,false,,false,true,
,TEC-FUR-0428,"Multi-purpose Filing Cabinet 0428",Furniture,"TechPro multi-purpose filing cabinet for professional use","filing-cabinet,furniture",false,false,,false,true,
,QUI-CLO-0429,"Industrial Polo Shirt 0429",Clothing & Apparel,"QuickSupply industrial polo shirt for professional use","polo-shirt,clothing-&-apparel",false,false,,false,true,
,QUI-MEN-0430,"Heavy Duty Men Trousers 0430",Men's Clothing,"QuickSupply heavy duty men trousers for professional use","men-trousers,men's-clothing",false,false,,false,true,
,GLO-WOM-0431,"Heavy Duty Women Coat 0431",Women's Clothing,"GlobalMart heavy duty women coat for professional use","women-coat,women's-clothing",false,false,,false,true,
,SMA-FOO-0432,"Professional Flour Bag 0432",Food & Beverages,"SmartChoice professional flour bag for professional use","flour-bag,food-&-beverages",false,true,288,false,true,
,GLO-BEV-0433,"Smart Mineral Water 0433",Beverages,"GlobalMart smart mineral water for professional use","mineral-water,beverages",false,true,134,false,true,
,SMA-SNA-0434,"Compact Granola Bar 0434",Snacks,"SmartChoice compact granola bar for professional use","granola-bar,snacks",false,true,64,false,true,
,ELI-TOO-0435,"Digital Wrench 0435",Tools & Hardware,"EliteBrand digital wrench for professional use","wrench,tools-&-hardware",false,false,,false,true,
,PRI-POW-0436,"Digital Jigsaw 0436",Power Tools,"PrimeParts digital jigsaw for professional use","jigsaw,power-tools",false,false,,false,true,
,GLO-SAF-0437,"Multi-purpose Hi-Vis Vest 0437",Safety Equipment,"GlobalMart multi-purpose hi-vis vest for professional use","hi-vis-vest,safety-equipment",false,false,,false,true,
,TEC-MED-0438,"Compact Thermometer 0438",Medical Supplies,"TechPro compact thermometer for professional use","thermometer,medical-supplies",false,true,301,false,true,
,GLO-CLE-0439,"High-performance Glass Cleaner 0439",Cleaning Products,"GlobalMart high-performance glass cleaner for professional use","glass-cleaner,cleaning-products",false,false,,true,true,
,SMA-AUT-0440,"High-performance Tyre Gauge 0440",Automotive,"SmartChoice high-performance tyre gauge for professional use","tyre-gauge,automotive",false,false,,true,true,
,MAX-ELE-0441,"Standard Sensor 0441",Electronics,"MaxValue standard sensor for professional use","sensor,electronics",false,false,,false,true,
,COR-COM-0442,"Industrial Desktop PC 0442",Computers & Laptops,"CoreTech industrial desktop pc for professional use","desktop-pc,computers-&-laptops",false,false,,false,true,
,ELI-SMA-0443,"Wireless Case 0443",Smartphones,"EliteBrand wireless case for professional use","case,smartphones",false,false,,false,true,
,ELI-AUD-0444,"High-performance Webcam 0444",Audio & Video,"EliteBrand high-performance webcam for professional use","webcam,audio-&-video",false,false,,false,true,
,TEC-NET-0445,"Industrial SFP Module 0445",Networking,"TechPro industrial sfp module for professional use","sfp-module,networking",false,false,,false,true,
,UNI-OFF-0446,"Digital Scissors 0446",Office Supplies,"UniSupply digital scissors for professional use","scissors,office-supplies",false,false,,false,true,
,ELI-PRI-0447,"Premium Fuser Kit 0447",Printers & Ink,"EliteBrand premium fuser kit for professional use","fuser-kit,printers-&-ink",false,false,,false,true,
,PRO-FUR-0448,"Heavy Duty Whiteboard 0448",Furniture,"ProMax heavy duty whiteboard for professional use","whiteboard,furniture",false,false,,false,true,
,MAX-CLO-0449,"Multi-purpose T-Shirt 0449",Clothing & Apparel,"MaxValue multi-purpose t-shirt for professional use","t-shirt,clothing-&-apparel",false,false,,false,true,
,TEC-MEN-0450,"Compact Men Suit 0450",Men's Clothing,"TechPro compact men suit for professional use","men-suit,men's-clothing",false,false,,false,true,
,COR-WOM-0451,"Heavy Duty Women Skirt 0451",Women's Clothing,"CoreTech heavy duty women skirt for professional use","women-skirt,women's-clothing",false,false,,false,true,
,QUI-FOO-0452,"Eco-friendly Cereal Box 0452",Food & Beverages,"QuickSupply eco-friendly cereal box for professional use","cereal-box,food-&-beverages",false,true,520,false,true,
,GLO-BEV-0453,"Eco-friendly Energy Drink 0453",Beverages,"GlobalMart eco-friendly energy drink for professional use","energy-drink,beverages",false,true,41,false,true,
,COR-SNA-0454,"Compact Popcorn 0454",Snacks,"CoreTech compact popcorn for professional use","popcorn,snacks",false,true,165,false,true,
,PRI-TOO-0455,"Professional Utility Knife 0455",Tools & Hardware,"PrimeParts professional utility knife for professional use","utility-knife,tools-&-hardware",false,false,,false,true,
,QUI-POW-0456,"Premium Air Compressor 0456",Power Tools,"QuickSupply premium air compressor for professional use","air-compressor,power-tools",false,false,,false,true,
,MAX-SAF-0457,"Compact Safety Helmet 0457",Safety Equipment,"MaxValue compact safety helmet for professional use","safety-helmet,safety-equipment",false,false,,false,true,
,UNI-MED-0458,"Digital Face Mask 0458",Medical Supplies,"UniSupply digital face mask for professional use","face-mask,medical-supplies",false,true,600,false,true,
,QUI-CLE-0459,"Ultra Mop Set 0459",Cleaning Products,"QuickSupply ultra mop set for professional use","mop-set,cleaning-products",false,false,,true,true,
,QUI-AUT-0460,"Ultra Brake Pads 0460",Automotive,"QuickSupply ultra brake pads for professional use","brake-pads,automotive",false,false,,true,true,
,PRO-ELE-0461,"Ultra Cable 0461",Electronics,"ProMax ultra cable for professional use","cable,electronics",false,false,,false,true,
,COR-COM-0462,"Professional USB Hub 0462",Computers & Laptops,"CoreTech professional usb hub for professional use","usb-hub,computers-&-laptops",false,false,,false,true,
,SMA-SMA-0463,"Wireless Power Bank 0463",Smartphones,"SmartChoice wireless power bank for professional use","power-bank,smartphones",false,false,,false,true,
,UNI-AUD-0464,"Smart Mixer 0464",Audio & Video,"UniSupply smart mixer for professional use","mixer,audio-&-video",false,false,,false,true,
,COR-NET-0465,"Heavy Duty Router 0465",Networking,"CoreTech heavy duty router for professional use","router,networking",false,false,,false,true,
,PRO-OFF-0466,"Professional Pen Set 0466",Office Supplies,"ProMax professional pen set for professional use","pen-set,office-supplies",false,false,,false,true,
,MAX-PRI-0467,"Ultra Printer Paper 0467",Printers & Ink,"MaxValue ultra printer paper for professional use","printer-paper,printers-&-ink",false,false,,false,true,
,PRO-FUR-0468,"Professional Filing Cabinet 0468",Furniture,"ProMax professional filing cabinet for professional use","filing-cabinet,furniture",false,false,,false,true,
,ELI-CLO-0469,"Compact Polo Shirt 0469",Clothing & Apparel,"EliteBrand compact polo shirt for professional use","polo-shirt,clothing-&-apparel",false,false,,false,true,
,UNI-MEN-0470,"Eco-friendly Men Trousers 0470",Men's Clothing,"UniSupply eco-friendly men trousers for professional use","men-trousers,men's-clothing",false,false,,false,true,
,SMA-WOM-0471,"Premium Women Coat 0471",Women's Clothing,"SmartChoice premium women coat for professional use","women-coat,women's-clothing",false,false,,false,true,
,GLO-FOO-0472,"Eco-friendly Flour Bag 0472",Food & Beverages,"GlobalMart eco-friendly flour bag for professional use","flour-bag,food-&-beverages",false,true,306,false,true,
,PRI-BEV-0473,"Premium Mineral Water 0473",Beverages,"PrimeParts premium mineral water for professional use","mineral-water,beverages",false,true,197,false,true,
,COR-SNA-0474,"Professional Granola Bar 0474",Snacks,"CoreTech professional granola bar for professional use","granola-bar,snacks",false,true,177,false,true,
,PRO-TOO-0475,"Advanced Wrench 0475",Tools & Hardware,"ProMax advanced wrench for professional use","wrench,tools-&-hardware",false,false,,false,true,
,PRI-POW-0476,"Premium Jigsaw 0476",Power Tools,"PrimeParts premium jigsaw for professional use","jigsaw,power-tools",false,false,,false,true,
,UNI-SAF-0477,"Digital Hi-Vis Vest 0477",Safety Equipment,"UniSupply digital hi-vis vest for professional use","hi-vis-vest,safety-equipment",false,false,,false,true,
,TEC-MED-0478,"Portable Thermometer 0478",Medical Supplies,"TechPro portable thermometer for professional use","thermometer,medical-supplies",false,true,231,false,true,
,PRO-CLE-0479,"Compact Glass Cleaner 0479",Cleaning Products,"ProMax compact glass cleaner for professional use","glass-cleaner,cleaning-products",false,false,,true,true,
,MAX-AUT-0480,"Digital Tyre Gauge 0480",Automotive,"MaxValue digital tyre gauge for professional use","tyre-gauge,automotive",false,false,,true,true,
,GLO-ELE-0481,"Multi-purpose Sensor 0481",Electronics,"GlobalMart multi-purpose sensor for professional use","sensor,electronics",false,false,,false,true,
,PRI-COM-0482,"Wireless Desktop PC 0482",Computers & Laptops,"PrimeParts wireless desktop pc for professional use","desktop-pc,computers-&-laptops",false,false,,false,true,
,QUI-SMA-0483,"Eco-friendly Case 0483",Smartphones,"QuickSupply eco-friendly case for professional use","case,smartphones",false,false,,false,true,
,PRO-AUD-0484,"Industrial Webcam 0484",Audio & Video,"ProMax industrial webcam for professional use","webcam,audio-&-video",false,false,,false,true,
,GLO-NET-0485,"Ultra SFP Module 0485",Networking,"GlobalMart ultra sfp module for professional use","sfp-module,networking",false,false,,false,true,
,SMA-OFF-0486,"Compact Scissors 0486",Office Supplies,"SmartChoice compact scissors for professional use","scissors,office-supplies",false,false,,false,true,
,UNI-PRI-0487,"Wireless Fuser Kit 0487",Printers & Ink,"UniSupply wireless fuser kit for professional use","fuser-kit,printers-&-ink",false,false,,false,true,
,COR-FUR-0488,"Premium Whiteboard 0488",Furniture,"CoreTech premium whiteboard for professional use","whiteboard,furniture",false,false,,false,true,
,GLO-CLO-0489,"Digital T-Shirt 0489",Clothing & Apparel,"GlobalMart digital t-shirt for professional use","t-shirt,clothing-&-apparel",false,false,,false,true,
,COR-MEN-0490,"Heavy Duty Men Suit 0490",Men's Clothing,"CoreTech heavy duty men suit for professional use","men-suit,men's-clothing",false,false,,false,true,
,GLO-WOM-0491,"Multi-purpose Women Skirt 0491",Women's Clothing,"GlobalMart multi-purpose women skirt for professional use","women-skirt,women's-clothing",false,false,,false,true,
,GLO-FOO-0492,"Heavy Duty Cereal Box 0492",Food & Beverages,"GlobalMart heavy duty cereal box for professional use","cereal-box,food-&-beverages",false,true,186,false,true,
,QUI-BEV-0493,"Premium Energy Drink 0493",Beverages,"QuickSupply premium energy drink for professional use","energy-drink,beverages",false,true,424,false,true,
,COR-SNA-0494,"Compact Popcorn 0494",Snacks,"CoreTech compact popcorn for professional use","popcorn,snacks",false,true,663,false,true,
,PRI-TOO-0495,"Heavy Duty Utility Knife 0495",Tools & Hardware,"PrimeParts heavy duty utility knife for professional use","utility-knife,tools-&-hardware",false,false,,false,true,
,SMA-POW-0496,"Ultra Air Compressor 0496",Power Tools,"SmartChoice ultra air compressor for professional use","air-compressor,power-tools",false,false,,false,true,
,COR-SAF-0497,"Digital Safety Helmet 0497",Safety Equipment,"CoreTech digital safety helmet for professional use","safety-helmet,safety-equipment",false,false,,false,true,
,PRO-MED-0498,"Heavy Duty Face Mask 0498",Medical Supplies,"ProMax heavy duty face mask for professional use","face-mask,medical-supplies",false,true,627,false,true,
,UNI-CLE-0499,"Premium Mop Set 0499",Cleaning Products,"UniSupply premium mop set for professional use","mop-set,cleaning-products",false,false,,true,true,
,COR-AUT-0500,"Ultra Brake Pads 0500",Automotive,"CoreTech ultra brake pads for professional use","brake-pads,automotive",false,false,,true,true,
,PRI-ELE-0501,"High-performance Cable 0501",Electronics,"PrimeParts high-performance cable for professional use","cable,electronics",false,false,,false,true,
,SMA-COM-0502,"Heavy Duty USB Hub 0502",Computers & Laptops,"SmartChoice heavy duty usb hub for professional use","usb-hub,computers-&-laptops",false,false,,false,true,
,ELI-SMA-0503,"Wireless Power Bank 0503",Smartphones,"EliteBrand wireless power bank for professional use","power-bank,smartphones",false,false,,false,true,
,MAX-AUD-0504,"Wireless Mixer 0504",Audio & Video,"MaxValue wireless mixer for professional use","mixer,audio-&-video",false,false,,false,true,
,PRO-NET-0505,"Premium Router 0505",Networking,"ProMax premium router for professional use","router,networking",false,false,,false,true,
,COR-OFF-0506,"Premium Pen Set 0506",Office Supplies,"CoreTech premium pen set for professional use","pen-set,office-supplies",false,false,,false,true,
,TEC-PRI-0507,"Heavy Duty Printer Paper 0507",Printers & Ink,"TechPro heavy duty printer paper for professional use","printer-paper,printers-&-ink",false,false,,false,true,
,UNI-FUR-0508,"Portable Filing Cabinet 0508",Furniture,"UniSupply portable filing cabinet for professional use","filing-cabinet,furniture",false,false,,false,true,
,ELI-CLO-0509,"Digital Polo Shirt 0509",Clothing & Apparel,"EliteBrand digital polo shirt for professional use","polo-shirt,clothing-&-apparel",false,false,,false,true,
,TEC-MEN-0510,"Digital Men Trousers 0510",Men's Clothing,"TechPro digital men trousers for professional use","men-trousers,men's-clothing",false,false,,false,true,
,COR-WOM-0511,"Professional Women Coat 0511",Women's Clothing,"CoreTech professional women coat for professional use","women-coat,women's-clothing",false,false,,false,true,
,SMA-FOO-0512,"Premium Flour Bag 0512",Food & Beverages,"SmartChoice premium flour bag for professional use","flour-bag,food-&-beverages",false,true,559,false,true,
,COR-BEV-0513,"Smart Mineral Water 0513",Beverages,"CoreTech smart mineral water for professional use","mineral-water,beverages",false,true,458,false,true,
,COR-SNA-0514,"Premium Granola Bar 0514",Snacks,"CoreTech premium granola bar for professional use","granola-bar,snacks",false,true,421,false,true,
,PRO-TOO-0515,"Wireless Wrench 0515",Tools & Hardware,"ProMax wireless wrench for professional use","wrench,tools-&-hardware",false,false,,false,true,
,ELI-POW-0516,"Advanced Jigsaw 0516",Power Tools,"EliteBrand advanced jigsaw for professional use","jigsaw,power-tools",false,false,,false,true,
,PRI-SAF-0517,"Smart Hi-Vis Vest 0517",Safety Equipment,"PrimeParts smart hi-vis vest for professional use","hi-vis-vest,safety-equipment",false,false,,false,true,
,ELI-MED-0518,"Wireless Thermometer 0518",Medical Supplies,"EliteBrand wireless thermometer for professional use","thermometer,medical-supplies",false,true,503,false,true,
,PRI-CLE-0519,"Advanced Glass Cleaner 0519",Cleaning Products,"PrimeParts advanced glass cleaner for professional use","glass-cleaner,cleaning-products",false,false,,true,true,
,ELI-AUT-0520,"Smart Tyre Gauge 0520",Automotive,"EliteBrand smart tyre gauge for professional use","tyre-gauge,automotive",false,false,,true,true,
,PRI-ELE-0521,"Standard Sensor 0521",Electronics,"PrimeParts standard sensor for professional use","sensor,electronics",false,false,,false,true,
,SMA-COM-0522,"Digital Desktop PC 0522",Computers & Laptops,"SmartChoice digital desktop pc for professional use","desktop-pc,computers-&-laptops",false,false,,false,true,
,TEC-SMA-0523,"Digital Case 0523",Smartphones,"TechPro digital case for professional use","case,smartphones",false,false,,false,true,
,GLO-AUD-0524,"Industrial Webcam 0524",Audio & Video,"GlobalMart industrial webcam for professional use","webcam,audio-&-video",false,false,,false,true,
,PRO-NET-0525,"Portable SFP Module 0525",Networking,"ProMax portable sfp module for professional use","sfp-module,networking",false,false,,false,true,
,PRI-OFF-0526,"Digital Scissors 0526",Office Supplies,"PrimeParts digital scissors for professional use","scissors,office-supplies",false,false,,false,true,
,ELI-PRI-0527,"Wireless Fuser Kit 0527",Printers & Ink,"EliteBrand wireless fuser kit for professional use","fuser-kit,printers-&-ink",false,false,,false,true,
,PRI-FUR-0528,"Standard Whiteboard 0528",Furniture,"PrimeParts standard whiteboard for professional use","whiteboard,furniture",false,false,,false,true,
,PRO-CLO-0529,"Eco-friendly T-Shirt 0529",Clothing & Apparel,"ProMax eco-friendly t-shirt for professional use","t-shirt,clothing-&-apparel",false,false,,false,true,
,TEC-MEN-0530,"Advanced Men Suit 0530",Men's Clothing,"TechPro advanced men suit for professional use","men-suit,men's-clothing",false,false,,false,true,
,SMA-WOM-0531,"Premium Women Skirt 0531",Women's Clothing,"SmartChoice premium women skirt for professional use","women-skirt,women's-clothing",false,false,,false,true,
,PRI-FOO-0532,"Ultra Cereal Box 0532",Food & Beverages,"PrimeParts ultra cereal box for professional use","cereal-box,food-&-beverages",false,true,633,false,true,
,GLO-BEV-0533,"Compact Energy Drink 0533",Beverages,"GlobalMart compact energy drink for professional use","energy-drink,beverages",false,true,143,false,true,
,TEC-SNA-0534,"Portable Popcorn 0534",Snacks,"TechPro portable popcorn for professional use","popcorn,snacks",false,true,526,false,true,
,COR-TOO-0535,"Multi-purpose Utility Knife 0535",Tools & Hardware,"CoreTech multi-purpose utility knife for professional use","utility-knife,tools-&-hardware",false,false,,false,true,
,PRO-POW-0536,"Industrial Air Compressor 0536",Power Tools,"ProMax industrial air compressor for professional use","air-compressor,power-tools",false,false,,false,true,
,MAX-SAF-0537,"Industrial Safety Helmet 0537",Safety Equipment,"MaxValue industrial safety helmet for professional use","safety-helmet,safety-equipment",false,false,,false,true,
,COR-MED-0538,"Multi-purpose Face Mask 0538",Medical Supplies,"CoreTech multi-purpose face mask for professional use","face-mask,medical-supplies",false,true,34,false,true,
,PRO-CLE-0539,"Portable Mop Set 0539",Cleaning Products,"ProMax portable mop set for professional use","mop-set,cleaning-products",false,false,,true,true,
,TEC-AUT-0540,"Ultra Brake Pads 0540",Automotive,"TechPro ultra brake pads for professional use","brake-pads,automotive",false,false,,true,true,
,ELI-ELE-0541,"Portable Cable 0541",Electronics,"EliteBrand portable cable for professional use","cable,electronics",false,false,,false,true,
,COR-COM-0542,"Ultra USB Hub 0542",Computers & Laptops,"CoreTech ultra usb hub for professional use","usb-hub,computers-&-laptops",false,false,,false,true,
,PRO-SMA-0543,"Premium Power Bank 0543",Smartphones,"ProMax premium power bank for professional use","power-bank,smartphones",false,false,,false,true,
,PRI-AUD-0544,"Industrial Mixer 0544",Audio & Video,"PrimeParts industrial mixer for professional use","mixer,audio-&-video",false,false,,false,true,
,SMA-NET-0545,"Heavy Duty Router 0545",Networking,"SmartChoice heavy duty router for professional use","router,networking",false,false,,false,true,
,QUI-OFF-0546,"Standard Pen Set 0546",Office Supplies,"QuickSupply standard pen set for professional use","pen-set,office-supplies",false,false,,false,true,
,PRI-PRI-0547,"Heavy Duty Printer Paper 0547",Printers & Ink,"PrimeParts heavy duty printer paper for professional use","printer-paper,printers-&-ink",false,false,,false,true,
,ELI-FUR-0548,"Smart Filing Cabinet 0548",Furniture,"EliteBrand smart filing cabinet for professional use","filing-cabinet,furniture",false,false,,false,true,
,TEC-CLO-0549,"Multi-purpose Polo Shirt 0549",Clothing & Apparel,"TechPro multi-purpose polo shirt for professional use","polo-shirt,clothing-&-apparel",false,false,,false,true,
,ELI-MEN-0550,"Advanced Men Trousers 0550",Men's Clothing,"EliteBrand advanced men trousers for professional use","men-trousers,men's-clothing",false,false,,false,true,
,GLO-WOM-0551,"Advanced Women Coat 0551",Women's Clothing,"GlobalMart advanced women coat for professional use","women-coat,women's-clothing",false,false,,false,true,
,COR-FOO-0552,"High-performance Flour Bag 0552",Food & Beverages,"CoreTech high-performance flour bag for professional use","flour-bag,food-&-beverages",false,true,72,false,true,
,SMA-BEV-0553,"Portable Mineral Water 0553",Beverages,"SmartChoice portable mineral water for professional use","mineral-water,beverages",false,true,75,false,true,
,ELI-SNA-0554,"Advanced Granola Bar 0554",Snacks,"EliteBrand advanced granola bar for professional use","granola-bar,snacks",false,true,522,false,true,
,SMA-TOO-0555,"Multi-purpose Wrench 0555",Tools & Hardware,"SmartChoice multi-purpose wrench for professional use","wrench,tools-&-hardware",false,false,,false,true,
,ELI-POW-0556,"Digital Jigsaw 0556",Power Tools,"EliteBrand digital jigsaw for professional use","jigsaw,power-tools",false,false,,false,true,
,QUI-SAF-0557,"Standard Hi-Vis Vest 0557",Safety Equipment,"QuickSupply standard hi-vis vest for professional use","hi-vis-vest,safety-equipment",false,false,,false,true,
,SMA-MED-0558,"Heavy Duty Thermometer 0558",Medical Supplies,"SmartChoice heavy duty thermometer for professional use","thermometer,medical-supplies",false,true,203,false,true,
,TEC-CLE-0559,"Ultra Glass Cleaner 0559",Cleaning Products,"TechPro ultra glass cleaner for professional use","glass-cleaner,cleaning-products",false,false,,true,true,
,MAX-AUT-0560,"Professional Tyre Gauge 0560",Automotive,"MaxValue professional tyre gauge for professional use","tyre-gauge,automotive",false,false,,true,true,
,ELI-ELE-0561,"Industrial Sensor 0561",Electronics,"EliteBrand industrial sensor for professional use","sensor,electronics",false,false,,false,true,
,PRO-COM-0562,"Ultra Desktop PC 0562",Computers & Laptops,"ProMax ultra desktop pc for professional use","desktop-pc,computers-&-laptops",false,false,,false,true,
,PRI-SMA-0563,"Advanced Case 0563",Smartphones,"PrimeParts advanced case for professional use","case,smartphones",false,false,,false,true,
,PRO-AUD-0564,"Heavy Duty Webcam 0564",Audio & Video,"ProMax heavy duty webcam for professional use","webcam,audio-&-video",false,false,,false,true,
